,Houses,Activity,Occurred,Average Duration,Avg Duration Dev Std,Avg Duration Dev Std (min),Average occurred (days)
365,HH114,Cook,38,00:08:07,259782.0717,00:04:19,1.27
366,HH114,Cook_Breakfast,99,00:08:50,270440.3831,00:04:30,3.3
367,HH114,Cook_Dinner,64,00:07:49,286028.1078,00:04:46,2.13
368,HH114,Cook_Lunch,24,00:07:58,244034.9582,00:04:04,0.8
369,HH114,Dress,111,00:07:51,268817.8938,00:04:28,3.7
370,HH114,Drink,109,00:08:28,289130.2806,00:04:49,3.63
371,HH114,Eat,7,00:09:49,269821.4154,00:04:29,0.23
372,HH114,Eat_Breakfast,39,00:07:35,284342.1609,00:04:44,1.3
373,HH114,Eat_Dinner,19,00:07:03,252669.2039,00:04:12,0.63
374,HH114,Eat_Lunch,11,00:04:39,211777.4091,00:03:31,0.37
375,HH114,Enter_Home,69,00:06:55,310890.8241,00:05:10,2.3
376,HH114,Entertain_Guests,13,00:07:35,320229.8711,00:05:20,0.43
377,HH114,Evening_Meds,25,00:08:24,285065.024,00:04:45,0.83
378,HH114,Groom,36,00:09:39,279354.663,00:04:39,1.2
379,HH114,Leave_Home,66,00:08:40,287322.9849,00:04:47,2.2
380,HH114,Morning_Meds,23,00:07:18,318320.4433,00:05:18,0.77
381,HH114,Personal_Hygiene,96,00:09:08,297189.0549,00:04:57,3.2
382,HH114,Phone,33,00:09:44,288708.122,00:04:48,1.1
383,HH114,Read,26,00:08:04,293394.6847,00:04:53,0.87
384,HH114,Relax,26,00:09:36,242463.3297,00:04:02,0.87
385,HH114,Sleep,74,00:08:07,271114.373,00:04:31,2.47
386,HH114,Sleep_Out_Of_Bed,29,00:08:04,283225.7588,00:04:43,0.97
387,HH114,Step_Out,46,00:08:18,286917.9348,00:04:46,1.53
388,HH114,Take_Medicine,23,00:08:38,286913.3408,00:04:46,0.77
389,HH114,Toilet,152,00:08:38,287310.0522,00:04:47,5.07
390,HH114,Wash_Breakfast_Dishes,37,00:08:06,273827.4562,00:04:33,1.23
391,HH114,Wash_Dinner_Dishes,21,00:08:34,301092.5776,00:05:01,0.7
392,HH114,Wash_Dishes,83,00:09:18,269925.3195,00:04:29,2.77
393,HH114,Wash_Lunch_Dishes,5,00:09:31,208478.2031,00:03:28,0.17
394,HH114,Watch_TV,64,00:07:35,279092.6321,00:04:39,2.13
395,HH114,Work_At_Table,71,00:08:11,274283.0692,00:04:34,2.37
396,HH114,Work_On_Computer,140,00:07:15,283083.1832,00:04:43,4.67
397,HH116,Bathe,24,00:08:05,305082.9136,00:05:05,0.39
398,HH116,Bed_Toilet_Transition,79,00:08:31,270297.8554,00:04:30,1.3
399,HH116,Cook,44,00:09:34,265245.6285,00:04:25,0.72
400,HH116,Cook_Breakfast,21,00:07:47,322417.2737,00:05:22,0.34
401,HH116,Cook_Dinner,49,00:08:13,294710.1446,00:04:54,0.8
402,HH116,Cook_Lunch,43,00:08:07,311563.8368,00:05:11,0.7
403,HH116,Dress,71,00:07:57,284450.4857,00:04:44,1.16
404,HH116,Eat,25,00:09:01,254730.1947,00:04:14,0.41
405,HH116,Eat_Breakfast,15,00:08:07,299262.9312,00:04:59,0.25
406,HH116,Eat_Dinner,12,00:08:44,340360.0664,00:05:40,0.2
407,HH116,Eat_Lunch,14,00:09:12,315296.1618,00:05:15,0.23
408,HH116,Enter_Home,168,00:08:18,304224.0272,00:05:04,2.75
409,HH116,Entertain_Guests,150,00:08:14,296775.212,00:04:56,2.46
410,HH116,Evening_Meds,24,00:07:17,240409.0434,00:04:00,0.39
411,HH116,Groom,5,00:09:21,268204.0912,00:04:28,0.08
412,HH116,Leave_Home,169,00:08:26,273265.2923,00:04:33,2.77
413,HH116,Morning_Meds,8,00:05:41,327309.0382,00:05:27,0.13
414,HH116,Personal_Hygiene,224,00:08:03,294305.0546,00:04:54,3.67
415,HH116,Phone,22,00:08:45,271213.2044,00:04:31,0.36
416,HH116,Read,7,00:09:05,268340.8875,00:04:28,0.11
417,HH116,Relax,14,00:06:37,286121.1936,00:04:46,0.23
418,HH116,Sleep,100,00:07:34,285808.5098,00:04:45,1.64
419,HH116,Sleep_Out_Of_Bed,60,00:08:24,263715.5343,00:04:23,0.98
420,HH116,Take_Medicine,11,00:09:38,263820.6269,00:04:23,0.18
421,HH116,Toilet,223,00:08:29,288285.5409,00:04:48,3.66
422,HH116,Wash_Breakfast_Dishes,39,00:08:21,268055.9007,00:04:28,0.64
423,HH116,Wash_Dinner_Dishes,34,00:08:00,286693.233,00:04:46,0.56
424,HH116,Wash_Dishes,93,00:07:50,307514.6125,00:05:07,1.52
425,HH116,Wash_Lunch_Dishes,20,00:09:01,303449.8439,00:05:03,0.33
426,HH116,Watch_TV,19,00:07:19,296350.8393,00:04:56,0.31
427,HH116,Work_At_Table,22,00:08:00,255157.7226,00:04:15,0.36
428,HH116,Work_On_Computer,26,00:07:38,293449.1091,00:04:53,0.43
429,HH117,Bathe,35,00:08:27,278324.1507,00:04:38,0.1
430,HH117,Bed_Toilet_Transition,293,00:08:13,288762.2754,00:04:48,0.85
431,HH117,Cook,32,00:08:16,343026.9606,00:05:43,0.09
432,HH117,Cook_Breakfast,47,00:08:23,292239.2081,00:04:52,0.14
433,HH117,Cook_Dinner,200,00:08:35,291505.2031,00:04:51,0.58
434,HH117,Cook_Lunch,138,00:07:48,291939.3535,00:04:51,0.4
435,HH117,Dress,508,00:08:10,305120.3887,00:05:05,1.47
436,HH117,Eat,92,00:08:25,312801.6046,00:05:12,0.27
437,HH117,Eat_Breakfast,12,00:06:49,325090.4316,00:05:25,0.03
438,HH117,Eat_Dinner,58,00:07:54,306753.7648,00:05:06,0.17
439,HH117,Eat_Lunch,48,00:08:13,285865.9338,00:04:45,0.14
440,HH117,Enter_Home,992,00:08:22,295967.5553,00:04:55,2.88
441,HH117,Entertain_Guests,320,00:08:15,307428.0852,00:05:07,0.93
442,HH117,Evening_Meds,186,00:07:56,290301.4962,00:04:50,0.54
443,HH117,Groom,277,00:08:27,297183.234,00:04:57,0.8
444,HH117,Leave_Home,993,00:08:14,293698.0579,00:04:53,2.88
445,HH117,Morning_Meds,125,00:08:43,284903.7999,00:04:44,0.36
446,HH117,Personal_Hygiene,877,00:08:39,290752.051,00:04:50,2.54
447,HH117,Phone,135,00:08:09,279404.7558,00:04:39,0.39
448,HH117,Relax,49,00:09:03,275642.9153,00:04:35,0.14
449,HH117,Sleep,664,00:08:27,292589.4846,00:04:52,1.92
450,HH117,Sleep_Out_Of_Bed,161,00:08:18,288513.8744,00:04:48,0.47
451,HH117,Toilet,889,00:08:22,297262.5882,00:04:57,2.58
452,HH117,Wash_Breakfast_Dishes,12,00:08:52,245312.0597,00:04:05,0.03
453,HH117,Wash_Dinner_Dishes,118,00:08:44,289750.6165,00:04:49,0.34
454,HH117,Wash_Dishes,195,00:07:50,276333.8906,00:04:36,0.57
455,HH117,Wash_Lunch_Dishes,59,00:07:27,283318.3896,00:04:43,0.17
456,HH117,Watch_TV,980,00:08:33,289622.9791,00:04:49,2.84
457,HH117,Work,95,00:08:38,291246.1403,00:04:51,0.28
458,HH117,Work_At_Table,1,00:13:54,0.0,00:00:00,0.0
459,HH117,Work_On_Computer,448,00:08:23,287625.7491,00:04:47,1.3
460,HH118,Bathe,6,00:11:21,152608.1189,00:02:32,0.2
461,HH118,Bed_Toilet_Transition,33,00:08:35,288688.0069,00:04:48,1.1
462,HH118,Cook,18,00:08:55,309900.7165,00:05:09,0.6
463,HH118,Cook_Breakfast,53,00:07:57,309697.4956,00:05:09,1.77
464,HH118,Cook_Dinner,62,00:09:06,263916.6307,00:04:23,2.07
465,HH118,Cook_Lunch,23,00:08:57,263183.289,00:04:23,0.77
466,HH118,Dress,35,00:07:48,336246.2879,00:05:36,1.17
467,HH118,Eat_Breakfast,28,00:07:30,268267.7176,00:04:28,0.93
468,HH118,Eat_Dinner,27,00:07:22,320760.0658,00:05:20,0.9
469,HH118,Eat_Lunch,14,00:11:31,272708.7836,00:04:32,0.47
470,HH118,Enter_Home,1,00:02:36,0.0,00:00:00,0.03
471,HH118,Evening_Meds,27,00:09:55,257391.1736,00:04:17,0.9
472,HH118,Groom,36,00:08:14,297206.5196,00:04:57,1.2
473,HH118,Housekeeping,35,00:08:47,314978.745,00:05:14,1.17
474,HH118,Leave_Home,5,00:04:29,209915.21,00:03:29,0.17
475,HH118,Morning_Meds,31,00:08:15,335753.49,00:05:35,1.03
476,HH118,Personal_Hygiene,31,00:08:10,299306.8182,00:04:59,1.03
477,HH118,Phone,12,00:05:54,273560.1303,00:04:33,0.4
478,HH118,Read,42,00:08:10,313692.0756,00:05:13,1.4
479,HH118,Sleep,64,00:08:29,275265.6034,00:04:35,2.13
480,HH118,Take_Medicine,17,00:09:19,268861.4222,00:04:28,0.57
481,HH118,Toilet,229,00:08:23,301879.126,00:05:01,7.63
482,HH118,Wash_Breakfast_Dishes,41,00:08:23,279412.2604,00:04:39,1.37
483,HH118,Wash_Dinner_Dishes,36,00:06:43,303934.0902,00:05:03,1.2
484,HH118,Wash_Dishes,6,00:09:39,276359.4206,00:04:36,0.2
485,HH118,Wash_Lunch_Dishes,15,00:07:27,357543.4924,00:05:57,0.5
486,HH118,Watch_TV,56,00:07:56,297963.5077,00:04:57,1.87
487,HH118,Work,212,00:08:07,276648.8729,00:04:36,7.07
488,HH118,Work_At_Table,304,00:08:49,287412.8429,00:04:47,10.13
489,HH118,Work_On_Computer,106,00:08:50,291455.777,00:04:51,3.53
490,HH119,Bathe,15,00:07:45,192588.1462,00:03:12,0.5
491,HH119,Bed_Toilet_Transition,80,00:08:41,302959.3346,00:05:02,2.67
492,HH119,Cook,57,00:09:36,274666.109,00:04:34,1.9
493,HH119,Cook_Breakfast,2,00:04:49,101133.5,00:01:41,0.07
494,HH119,Cook_Dinner,64,00:07:44,272199.9811,00:04:32,2.13
495,HH119,Cook_Lunch,40,00:08:48,281453.8867,00:04:41,1.33
496,HH119,Dress,155,00:08:44,309617.5867,00:05:09,5.17
497,HH119,Drink,74,00:08:46,306301.8998,00:05:06,2.47
498,HH119,Eat,14,00:07:44,355626.139,00:05:55,0.47
499,HH119,Eat_Dinner,14,00:08:09,319995.0031,00:05:19,0.47
500,HH119,Eat_Lunch,15,00:08:43,250866.8801,00:04:10,0.5
501,HH119,Enter_Home,85,00:08:56,301746.2197,00:05:01,2.83
502,HH119,Entertain_Guests,6,00:09:38,297035.2656,00:04:57,0.2
503,HH119,Evening_Meds,25,00:07:43,285618.182,00:04:45,0.83
504,HH119,Groom,64,00:08:32,295794.1516,00:04:55,2.13
505,HH119,Leave_Home,85,00:09:00,280849.1317,00:04:40,2.83
506,HH119,Morning_Meds,29,00:09:00,268187.5308,00:04:28,0.97
507,HH119,Personal_Hygiene,228,00:08:23,295223.2918,00:04:55,7.6
508,HH119,Phone,32,00:08:14,289513.205,00:04:49,1.07
509,HH119,Read,4,00:11:03,343387.0267,00:05:43,0.13
510,HH119,Relax,21,00:07:43,326848.5517,00:05:26,0.7
511,HH119,Sleep,107,00:07:54,298513.3408,00:04:58,3.57
512,HH119,Sleep_Out_Of_Bed,15,00:09:35,266691.3087,00:04:26,0.5
513,HH119,Step_Out,32,00:09:49,267309.1452,00:04:27,1.07
514,HH119,Toilet,228,00:07:58,282387.2459,00:04:42,7.6
515,HH119,Wash_Dinner_Dishes,18,00:08:33,283906.1343,00:04:43,0.6
516,HH119,Wash_Dishes,14,00:07:50,236682.6771,00:03:56,0.47
517,HH119,Wash_Lunch_Dishes,12,00:07:36,281750.8911,00:04:41,0.4
518,HH119,Watch_TV,33,00:08:35,285789.5828,00:04:45,1.1
519,HH119,Work_At_Table,11,00:08:06,260546.0823,00:04:20,0.37
520,HH119,Work_On_Computer,146,00:08:31,288680.8439,00:04:48,4.87
521,HH120,Bathe,36,00:08:37,293971.1024,00:04:53,0.57
522,HH120,Bed_Toilet_Transition,117,00:08:11,285209.6429,00:04:45,1.86
523,HH120,Cook,19,00:08:12,294828.9106,00:04:54,0.3
524,HH120,Cook_Breakfast,17,00:09:01,297227.708,00:04:57,0.27
525,HH120,Cook_Dinner,19,00:09:22,275100.0937,00:04:35,0.3
526,HH120,Cook_Lunch,13,00:06:45,287398.9311,00:04:47,0.21
527,HH120,Dress,153,00:08:28,304669.9706,00:05:04,2.43
528,HH120,Eat,12,00:08:37,280160.9763,00:04:40,0.19
529,HH120,Eat_Breakfast,14,00:08:16,295606.9314,00:04:55,0.22
530,HH120,Eat_Dinner,13,00:08:38,278600.4082,00:04:38,0.21
531,HH120,Eat_Lunch,10,00:10:00,206048.2662,00:03:26,0.16
532,HH120,Enter_Home,206,00:08:14,302103.33,00:05:02,3.27
533,HH120,Entertain_Guests,57,00:07:50,277343.1792,00:04:37,0.9
534,HH120,Evening_Meds,37,00:09:04,286152.4239,00:04:46,0.59
535,HH120,Groom,8,00:09:32,369217.4096,00:06:09,0.13
536,HH120,Leave_Home,199,00:08:11,273320.0497,00:04:33,3.16
537,HH120,Morning_Meds,43,00:06:53,263569.7306,00:04:23,0.68
538,HH120,Personal_Hygiene,161,00:08:37,272961.4282,00:04:32,2.56
539,HH120,Phone,5,00:04:42,170012.7835,00:02:50,0.08
540,HH120,Read,27,00:08:20,300813.7505,00:05:00,0.43
541,HH120,Relax,28,00:08:24,326889.7584,00:05:26,0.44
542,HH120,Sleep,235,00:08:15,280881.8154,00:04:40,3.73
543,HH120,Sleep_Out_Of_Bed,7,00:10:01,308649.6257,00:05:08,0.11
544,HH120,Take_Medicine,86,00:07:47,290200.8853,00:04:50,1.37
545,HH120,Toilet,319,00:08:05,299672.0901,00:04:59,5.06
546,HH120,Wash_Breakfast_Dishes,9,00:10:31,276943.7473,00:04:36,0.14
547,HH120,Wash_Dinner_Dishes,5,00:06:49,245463.0801,00:04:05,0.08
548,HH120,Wash_Dishes,26,00:06:44,263093.263,00:04:23,0.41
549,HH120,Wash_Lunch_Dishes,4,00:12:48,167372.4966,00:02:47,0.06
550,HH120,Watch_TV,190,00:08:02,282253.1285,00:04:42,3.02
551,HH120,Work_At_Table,18,00:07:43,302484.286,00:05:02,0.29
552,HH120,Work_On_Computer,187,00:08:15,287155.2606,00:04:47,2.97
553,HH122,Bathe,20,00:08:25,338058.2227,00:05:38,0.69
554,HH122,Bed_Toilet_Transition,67,00:07:51,299429.8742,00:04:59,2.31
555,HH122,Cook,4,00:07:20,179567.0425,00:02:59,0.14
556,HH122,Cook_Breakfast,42,00:10:09,275386.7755,00:04:35,1.45
557,HH122,Cook_Dinner,31,00:07:19,290540.8272,00:04:50,1.07
558,HH122,Cook_Lunch,9,00:07:06,256119.2758,00:04:16,0.31
559,HH122,Dress,41,00:09:50,292427.7607,00:04:52,1.41
560,HH122,Eat,5,00:06:26,262318.6045,00:04:22,0.17
561,HH122,Eat_Breakfast,27,00:11:11,296328.3738,00:04:56,0.93
562,HH122,Eat_Dinner,15,00:06:52,334273.7757,00:05:34,0.52
563,HH122,Eat_Lunch,5,00:09:10,294884.1609,00:04:54,0.17
564,HH122,Enter_Home,76,00:07:42,307385.7316,00:05:07,2.62
565,HH122,Entertain_Guests,23,00:07:23,291933.0944,00:04:51,0.79
566,HH122,Evening_Meds,21,00:07:17,275393.8554,00:04:35,0.72
567,HH122,Groom,72,00:07:04,278978.9816,00:04:38,2.48
568,HH122,Leave_Home,76,00:08:32,302523.7224,00:05:02,2.62
569,HH122,Morning_Meds,21,00:08:24,304410.7425,00:05:04,0.72
570,HH122,Personal_Hygiene,118,00:07:58,293164.7503,00:04:53,4.07
571,HH122,Phone,4,00:11:05,263686.1156,00:04:23,0.14
572,HH122,Read,10,00:07:40,351552.641,00:05:51,0.34
573,HH122,Relax,21,00:08:33,304102.6673,00:05:04,0.72
574,HH122,Sleep,124,00:08:17,281880.4294,00:04:41,4.28
575,HH122,Sleep_Out_Of_Bed,2,00:14:28,73582.0,00:01:13,0.07
576,HH122,Toilet,186,00:08:28,295251.6371,00:04:55,6.41
577,HH122,Wash_Breakfast_Dishes,28,00:08:02,273425.4478,00:04:33,0.97
578,HH122,Wash_Dinner_Dishes,29,00:08:51,313153.3437,00:05:13,1.0
579,HH122,Wash_Dishes,21,00:09:33,325335.8075,00:05:25,0.72
580,HH122,Wash_Lunch_Dishes,8,00:06:38,330417.9528,00:05:30,0.28
581,HH122,Watch_TV,93,00:08:39,278501.3058,00:04:38,3.21
582,HH122,Work,12,00:06:56,301856.7541,00:05:01,0.41
583,HH122,Work_At_Table,10,00:09:22,291044.3485,00:04:51,0.34
584,HH122,Work_On_Computer,147,00:08:27,273551.6377,00:04:33,5.07
585,HH123,Bathe,11,00:07:14,259795.9125,00:04:19,0.37
586,HH123,Bed_Toilet_Transition,26,00:10:13,273106.7118,00:04:33,0.87
587,HH123,Cook,2,00:07:49,313134.5,00:05:13,0.07
588,HH123,Cook_Breakfast,37,00:07:03,285246.0623,00:04:45,1.23
589,HH123,Cook_Dinner,62,00:09:27,315002.0963,00:05:15,2.07
590,HH123,Cook_Lunch,11,00:07:10,253575.3348,00:04:13,0.37
591,HH123,Dress,85,00:08:03,249006.6832,00:04:09,2.83
592,HH123,Eat,1,00:00:53,0.0,00:00:00,0.03
593,HH123,Eat_Breakfast,24,00:09:23,278765.1162,00:04:38,0.8
594,HH123,Eat_Dinner,28,00:08:55,315553.1329,00:05:15,0.93
595,HH123,Eat_Lunch,6,00:09:16,254236.5522,00:04:14,0.2
596,HH123,Enter_Home,100,00:09:15,273030.7547,00:04:33,3.33
597,HH123,Entertain_Guests,7,00:07:46,252240.3932,00:04:12,0.23
598,HH123,Evening_Meds,32,00:07:57,265068.5045,00:04:25,1.07
599,HH123,Groom,34,00:08:56,311308.3012,00:05:11,1.13
600,HH123,Leave_Home,100,00:08:22,295464.5557,00:04:55,3.33
601,HH123,Morning_Meds,25,00:08:40,281472.5728,00:04:41,0.83
602,HH123,Personal_Hygiene,52,00:08:34,266746.2164,00:04:26,1.73
603,HH123,Phone,47,00:09:32,299170.4654,00:04:59,1.57
604,HH123,Read,3,00:10:11,163283.7769,00:02:43,0.1
605,HH123,Relax,15,00:09:00,219796.0376,00:03:39,0.5
606,HH123,Sleep,91,00:08:34,292592.0252,00:04:52,3.03
607,HH123,Sleep_Out_Of_Bed,1,00:00:34,0.0,00:00:00,0.03
608,HH123,Toilet,102,00:08:14,292691.5372,00:04:52,3.4
609,HH123,Wash_Breakfast_Dishes,17,00:08:16,300224.8561,00:05:00,0.57
610,HH123,Wash_Dinner_Dishes,47,00:08:20,283334.8542,00:04:43,1.57
611,HH123,Wash_Dishes,45,00:08:32,306403.1171,00:05:06,1.5
612,HH123,Wash_Lunch_Dishes,7,00:07:30,216547.8919,00:03:36,0.23
613,HH123,Watch_TV,157,00:08:18,278797.0402,00:04:38,5.23
614,HH123,Work_At_Table,1,00:14:48,0.0,00:00:00,0.03
615,HH124,Bed_Toilet_Transition,9,00:07:40,331810.912,00:05:31,0.15
616,HH124,Cook_Dinner,3,00:02:40,81306.9347,00:01:21,0.05
617,HH124,Dress,2,00:03:00,157963.0,00:02:37,0.03
618,HH124,Eat_Breakfast,1,00:10:46,0.0,00:00:00,0.02
619,HH124,Eat_Dinner,3,00:06:23,123184.7293,00:02:03,0.05
620,HH124,Enter_Home,44,00:08:04,275493.5271,00:04:35,0.73
621,HH124,Entertain_Guests,8,00:07:03,278807.3666,00:04:38,0.13
622,HH124,Groom,3,00:09:07,286477.7556,00:04:46,0.05
623,HH124,Leave_Home,45,00:08:49,265089.3392,00:04:25,0.75
624,HH124,Personal_Hygiene,1,00:06:39,0.0,00:00:00,0.02
625,HH124,Phone,3,00:07:46,336868.7771,00:05:36,0.05
626,HH124,Sleep,12,00:09:41,293370.098,00:04:53,0.2
627,HH124,Sleep_Out_Of_Bed,2,00:08:47,345486.5,00:05:45,0.03
628,HH124,Toilet,17,00:09:27,307128.3334,00:05:07,0.28
629,HH124,Wash_Breakfast_Dishes,1,00:15:20,0.0,00:00:00,0.02
630,HH124,Wash_Dinner_Dishes,1,00:00:01,0.0,00:00:00,0.02
631,HH124,Wash_Dishes,2,00:09:01,86367.0,00:01:26,0.03
632,HH124,Watch_TV,4,00:03:06,226339.772,00:03:46,0.07
633,HH124,Work,1,00:07:30,0.0,00:00:00,0.02
634,HH124,Work_At_Table,1,00:11:39,0.0,00:00:00,0.02
635,HH124,Work_On_Computer,4,00:09:33,378144.5517,00:06:18,0.07
636,HH125,Bathe,25,00:08:31,253661.607,00:04:13,0.42
637,HH125,Bed_Toilet_Transition,29,00:07:17,233331.8746,00:03:53,0.48
638,HH125,Cook,19,00:08:09,277758.0035,00:04:37,0.32
639,HH125,Cook_Breakfast,78,00:08:33,294625.1356,00:04:54,1.3
640,HH125,Cook_Dinner,234,00:07:46,290540.8121,00:04:50,3.9
641,HH125,Cook_Lunch,65,00:08:55,277389.7652,00:04:37,1.08
642,HH125,Dress,212,00:07:53,287352.5528,00:04:47,3.53
643,HH125,Drink,153,00:08:23,284375.8183,00:04:44,2.55
644,HH125,Eat,5,00:09:41,265589.4232,00:04:25,0.08
645,HH125,Eat_Breakfast,11,00:06:44,318748.2218,00:05:18,0.18
646,HH125,Eat_Dinner,10,00:07:28,328796.1716,00:05:28,0.17
647,HH125,Eat_Lunch,8,00:06:48,269103.6048,00:04:29,0.13
648,HH125,Enter_Home,234,00:08:06,291254.2502,00:04:51,3.9
649,HH125,Entertain_Guests,21,00:08:19,292661.4957,00:04:52,0.35
650,HH125,Evening_Meds,53,00:08:24,289414.9781,00:04:49,0.88
651,HH125,Groom,197,00:08:40,302915.1966,00:05:02,3.28
652,HH125,Leave_Home,235,00:08:10,289231.787,00:04:49,3.92
653,HH125,Morning_Meds,51,00:08:20,319198.5594,00:05:19,0.85
654,HH125,Personal_Hygiene,219,00:08:09,274030.637,00:04:34,3.65
655,HH125,Phone,57,00:09:04,243732.6799,00:04:03,0.95
656,HH125,Read,19,00:07:24,315943.2495,00:05:15,0.32
657,HH125,Relax,9,00:09:35,337155.7534,00:05:37,0.15
658,HH125,Sleep,95,00:08:03,279426.3806,00:04:39,1.58
659,HH125,Sleep_Out_Of_Bed,83,00:08:28,295376.5333,00:04:55,1.38
660,HH125,Step_Out,33,00:08:56,306894.6095,00:05:06,0.55
661,HH125,Take_Medicine,35,00:07:18,281178.0233,00:04:41,0.58
662,HH125,Toilet,258,00:08:06,285895.7188,00:04:45,4.3
663,HH125,Wash_Breakfast_Dishes,66,00:08:01,283038.8277,00:04:43,1.1
664,HH125,Wash_Dinner_Dishes,100,00:08:13,280043.3498,00:04:40,1.67
665,HH125,Wash_Dishes,154,00:08:30,300527.7419,00:05:00,2.57
666,HH125,Wash_Lunch_Dishes,28,00:06:58,297093.3777,00:04:57,0.47
667,HH125,Watch_TV,218,00:08:21,272212.3699,00:04:32,3.63
668,HH125,Work,28,00:09:09,296258.9329,00:04:56,0.47
669,HH125,Work_On_Computer,189,00:08:09,300297.031,00:05:00,3.15
670,HH126,Bathe,9,00:06:18,242880.6573,00:04:02,0.25
671,HH126,Bed_Toilet_Transition,26,00:08:27,265761.4165,00:04:25,0.72
672,HH126,Cook,5,00:09:07,307302.2938,00:05:07,0.14
673,HH126,Cook_Breakfast,75,00:09:15,321033.3471,00:05:21,2.08
674,HH126,Cook_Dinner,57,00:06:42,259235.8605,00:04:19,1.58
675,HH126,Cook_Lunch,51,00:08:41,296732.7417,00:04:56,1.42
676,HH126,Dress,158,00:08:42,286835.2608,00:04:46,4.39
677,HH126,Drink,123,00:08:10,277715.0367,00:04:37,3.42
678,HH126,Eat,2,00:05:03,268334.0,00:04:28,0.06
679,HH126,Eat_Breakfast,35,00:08:19,287554.4908,00:04:47,0.97
680,HH126,Eat_Dinner,14,00:09:51,301766.0002,00:05:01,0.39
681,HH126,Eat_Lunch,15,00:09:45,287794.2157,00:04:47,0.42
682,HH126,Enter_Home,166,00:07:47,283719.0882,00:04:43,4.61
683,HH126,Entertain_Guests,6,00:09:06,351167.2264,00:05:51,0.17
684,HH126,Evening_Meds,23,00:08:33,306054.2809,00:05:06,0.64
685,HH126,Groom,93,00:08:14,274323.6576,00:04:34,2.58
686,HH126,Leave_Home,166,00:08:48,279242.1352,00:04:39,4.61
687,HH126,Morning_Meds,12,00:08:04,231731.8353,00:03:51,0.33
688,HH126,Personal_Hygiene,134,00:08:21,292648.9634,00:04:52,3.72
689,HH126,Phone,39,00:09:30,282323.0966,00:04:42,1.08
690,HH126,Read,73,00:07:51,282544.2382,00:04:42,2.03
691,HH126,Relax,5,00:08:13,283581.6915,00:04:43,0.14
692,HH126,Sleep,83,00:08:32,320865.2734,00:05:20,2.31
693,HH126,Sleep_Out_Of_Bed,3,00:09:21,151359.0245,00:02:31,0.08
694,HH126,Step_Out,25,00:08:21,320168.6654,00:05:20,0.69
695,HH126,Toilet,235,00:08:16,295192.8095,00:04:55,6.53
696,HH126,Wash_Breakfast_Dishes,20,00:07:58,288195.3495,00:04:48,0.56
697,HH126,Wash_Dinner_Dishes,9,00:07:49,316130.6234,00:05:16,0.25
698,HH126,Wash_Dishes,27,00:07:11,267758.5175,00:04:27,0.75
699,HH126,Wash_Lunch_Dishes,11,00:09:46,258440.6121,00:04:18,0.31
700,HH126,Watch_TV,188,00:08:08,279568.5139,00:04:39,5.22
701,HH126,Work_On_Computer,140,00:08:37,288723.5885,00:04:48,3.89
702,HH127,Bathe,21,00:08:44,232891.2692,00:03:52,0.81
703,HH127,Bed_Toilet_Transition,10,00:10:54,270880.4814,00:04:30,0.38
704,HH127,Cook,19,00:08:01,300271.1929,00:05:00,0.73
705,HH127,Cook_Breakfast,32,00:09:19,256704.2182,00:04:16,1.23
706,HH127,Cook_Dinner,64,00:07:53,287806.447,00:04:47,2.46
707,HH127,Cook_Lunch,48,00:08:42,289588.1107,00:04:49,1.85
708,HH127,Dress,203,00:09:06,277787.1956,00:04:37,7.81
709,HH127,Drink,31,00:07:52,263549.7367,00:04:23,1.19
710,HH127,Eat,6,00:07:35,239002.3988,00:03:59,0.23
711,HH127,Eat_Breakfast,13,00:08:11,263455.5971,00:04:23,0.5
712,HH127,Eat_Dinner,1,00:07:11,0.0,00:00:00,0.04
713,HH127,Eat_Lunch,3,00:06:13,235437.2862,00:03:55,0.12
714,HH127,Enter_Home,83,00:07:46,282555.6725,00:04:42,3.19
715,HH127,Groom,33,00:07:57,265093.5386,00:04:25,1.27
716,HH127,Leave_Home,90,00:08:39,257296.4402,00:04:17,3.46
717,HH127,Personal_Hygiene,230,00:09:02,286921.1253,00:04:46,8.85
718,HH127,Phone,55,00:08:50,314513.4386,00:05:14,2.12
719,HH127,Read,45,00:08:54,316740.7046,00:05:16,1.73
720,HH127,Relax,26,00:10:26,264924.6223,00:04:24,1.0
721,HH127,Sleep,47,00:08:27,298283.4141,00:04:58,1.81
722,HH127,Sleep_Out_Of_Bed,11,00:10:40,240713.2871,00:04:00,0.42
723,HH127,Step_Out,17,00:08:39,362057.6569,00:06:02,0.65
724,HH127,Toilet,35,00:08:03,303347.0034,00:05:03,1.35
725,HH127,Wash_Breakfast_Dishes,31,00:08:59,275813.946,00:04:35,1.19
726,HH127,Wash_Dinner_Dishes,29,00:07:55,262506.9174,00:04:22,1.12
727,HH127,Wash_Dishes,25,00:09:20,285818.6752,00:04:45,0.96
728,HH127,Wash_Lunch_Dishes,25,00:07:39,271720.7242,00:04:31,0.96
729,HH127,Watch_TV,245,00:08:35,298197.8033,00:04:58,9.42
730,HH127,Work_At_Table,14,00:06:22,211393.137,00:03:31,0.54
731,HH128,Bed_Toilet_Transition,33,00:09:27,284025.4591,00:04:44,0.55
732,HH128,Cook,10,00:09:58,321142.7514,00:05:21,0.17
733,HH128,Cook_Breakfast,245,00:08:17,289727.8585,00:04:49,4.08
