Date,Value
2011-07-17 13:51:22.336039,1
2011-07-17 13:51:22.512692,0
2011-07-17 13:51:23.008156,1
2011-07-17 13:54:10.978100,0
2011-07-17 14:57:29.680008,1
2011-07-17 14:58:20.310773,2
2011-07-17 14:59:46.783339,1
2011-07-17 15:00:24.592639,0
2011-07-17 15:27:46.991046,1
2011-07-17 15:33:08.026940,0
2011-07-17 15:43:06.526955,1
2011-07-17 15:45:22.923540,0
2011-07-17 16:57:37.348592,1
2011-07-17 17:00:53.356779,0
2011-07-17 17:03:12.292631,1
2011-07-17 17:10:40.326594,0
2011-07-17 17:46:52.674380,1
2011-07-17 17:49:49.457273,0
2011-07-17 17:51:55.295878,1
2011-07-17 17:54:20.512759,0
2011-07-17 19:28:41.047561,1
2011-07-17 19:29:01.163427,0
2011-07-17 19:29:58.963025,1
2011-07-17 19:32:00.481923,2
2011-07-17 19:34:44.947467,1
2011-07-17 19:36:29.437978,0
2011-07-17 19:37:37.924443,1
2011-07-17 19:40:12.188982,0
2011-07-17 19:45:21.959063,1
2011-07-17 19:49:06.881863,0
2011-07-17 20:00:49.139320,1
2011-07-17 20:04:06.352814,0
2011-07-17 20:34:59.520946,1
2011-07-17 20:34:59.779588,0
2011-07-17 20:35:01.738530,1
2011-07-17 20:35:04.474156,2
2011-07-17 20:35:08.039716,3
2011-07-17 20:35:09.771353,2
2011-07-17 20:38:39.540991,1
2011-07-17 20:38:50.326842,0
2011-07-17 20:45:44.440271,1
2011-07-17 20:48:05.758124,0
2011-07-17 21:01:52.015667,1
2011-07-17 21:01:53.208535,0
2011-07-17 21:01:55.626551,1
2011-07-17 21:12:22.472141,2
2011-07-17 21:13:22.691576,3
2011-07-17 21:13:56.868074,2
2011-07-17 21:13:59.915859,3
2011-07-17 21:23:38.924650,2
2011-07-17 21:23:51.889828,3
2011-07-17 21:27:30.975996,2
2011-07-17 21:28:37.479119,1
2011-07-17 21:43:46.122862,2
2011-07-17 21:47:11.852338,1
2011-07-17 21:48:30.883242,2
2011-07-17 22:13:12.832743,1
2011-07-17 22:17:50.212093,0
2011-07-18 04:13:17.447115,1
2011-07-18 04:15:54.836452,0
2011-07-18 07:27:49.125594,1
2011-07-18 08:05:56.339561,2
2011-07-18 08:07:09.445440,1
2011-07-18 08:59:28.769455,0
2011-07-18 11:14:23.596549,1
2011-07-18 11:53:14.218309,2
2011-07-18 11:53:16.270213,3
2011-07-18 11:55:51.377951,2
2011-07-18 12:11:53.198537,1
2011-07-18 14:39:04.681010,0
2011-07-18 14:39:30.814605,1
2011-07-18 14:51:34.211680,0
2011-07-18 14:53:30.319527,1
2011-07-18 14:55:55.681981,0
2011-07-18 16:53:16.090728,1
2011-07-18 16:55:07.670245,0
2011-07-18 17:09:19.726532,1
2011-07-18 17:09:51.997279,0
2011-07-18 17:47:15.125474,1
2011-07-18 17:48:13.680755,2
2011-07-18 17:49:31.841904,1
2011-07-18 17:50:47.818227,0
2011-07-18 17:51:38.304383,1
2011-07-18 17:54:09.508171,0
2011-07-18 19:19:59.554399,1
2011-07-18 19:21:34.049186,2
2011-07-18 19:24:11.955249,1
2011-07-18 19:25:02.205672,0
2011-07-18 21:33:22.431963,1
2011-07-18 21:34:24.916252,2
2011-07-18 21:34:41.746974,3
2011-07-18 21:43:26.170145,2
2011-07-18 21:45:23.173263,1
2011-07-18 21:48:16.102859,2
2011-07-18 21:48:18.516973,3
2011-07-18 21:48:37.810970,2
2011-07-18 22:03:45.216330,1
2011-07-18 22:04:46.700673,2
2011-07-18 22:27:52.137065,1
2011-07-18 22:32:39.163806,0
2011-07-19 06:18:37.065091,1
2011-07-19 06:31:20.263262,0
2011-07-19 07:32:35.272065,1
2011-07-19 07:45:39.668620,2
2011-07-19 07:53:34.762574,1
2011-07-19 09:00:14.670365,2
2011-07-19 09:00:15.433137,3
2011-07-19 09:02:22.692425,2
2011-07-19 09:06:20.133520,1
2011-07-19 09:23:09.955420,2
2011-07-19 09:24:30.276104,1
2011-07-19 09:24:36.356976,0
2011-07-19 10:24:21.531616,1
2011-07-19 10:35:50.347070,2
2011-07-19 10:47:47.454243,1
2011-07-19 10:52:36.579379,0
2011-07-19 12:48:39.081465,1
2011-07-19 12:55:50.327787,2
2011-07-19 15:56:52.033023,3
2011-07-19 16:49:13.148208,2
2011-07-19 17:22:30.795910,3
2011-07-19 17:24:04.387449,4
2011-07-19 17:25:41.161745,3
2011-07-19 17:26:14.372041,2
2011-07-19 17:26:14.893338,1
2011-07-19 17:26:32.259141,0
2011-07-19 19:36:31.718360,1
2011-07-19 19:40:35.482112,0
2011-07-19 20:41:06.175858,1
2011-07-19 20:44:42.990186,2
2011-07-19 20:57:36.367818,1
2011-07-19 20:57:51.502981,2
2011-07-19 21:00:42.921404,3
2011-07-19 21:18:48.755858,2
2011-07-19 21:19:40.203127,1
2011-07-19 21:21:02.688016,2
2011-07-19 21:45:54.152519,1
2011-07-19 21:51:12.501538,0
2011-07-20 07:05:07.598941,1
2011-07-20 07:09:26.047216,0
2011-07-20 07:11:22.670521,1
2011-07-20 07:28:41.498088,2
2011-07-20 07:47:38.577336,3
2011-07-20 08:31:36.645318,2
2011-07-20 08:31:57.827799,1
2011-07-20 08:45:33.930284,0
2011-07-20 10:41:13.300446,1
2011-07-20 11:31:34.343443,2
2011-07-20 11:31:35.580955,3
2011-07-20 11:33:34.162912,2
2011-07-20 11:48:06.352260,1
2011-07-20 11:48:21.748808,0
2011-07-20 14:39:22.625038,1
2011-07-20 14:41:28.706609,0
2011-07-20 15:35:43.198009,1
2011-07-20 15:37:12.854062,0
2011-07-20 16:17:25.011097,1
2011-07-20 16:19:37.156640,0
2011-07-20 16:22:44.958154,1
2011-07-20 16:31:27.756024,2
2011-07-20 16:31:37.517567,1
2011-07-20 16:31:40.244995,2
2011-07-20 16:36:45.371274,1
2011-07-20 16:37:08.570564,0
2011-07-20 19:30:58.755937,1
2011-07-20 19:32:09.755873,0
2011-07-20 20:35:51.727257,1
2011-07-20 20:46:01.791543,0
2011-07-20 20:46:17.527177,1
2011-07-20 20:49:25.858904,0
2011-07-20 20:49:58.511080,1
2011-07-20 21:03:10.799869,2
2011-07-20 21:06:52.202636,1
2011-07-20 21:08:00.125066,2
2011-07-20 21:33:42.096617,1
2011-07-20 21:37:49.695608,0
2011-07-21 05:45:05.610413,1
2011-07-21 05:47:00.081957,0
2011-07-21 07:41:29.032304,1
2011-07-21 07:53:42.638374,2
2011-07-21 07:55:26.359122,3
2011-07-21 08:04:21.053015,2
2011-07-21 08:24:50.625105,3
2011-07-21 08:25:37.492379,2
2011-07-21 08:50:58.251169,1
2011-07-21 08:51:16.616285,0
2011-07-21 10:45:38.177794,1
2011-07-21 10:47:03.231995,0
2011-07-21 10:47:07.636192,1
2011-07-21 10:50:20.193830,2
2011-07-21 11:23:27.982881,3
2011-07-21 11:26:24.190239,2
2011-07-21 11:44:12.659985,1
2011-07-21 11:44:42.577132,0
2011-07-21 12:54:44.271324,1
2011-07-21 12:56:45.657494,2
2011-07-21 12:58:01.114222,1
2011-07-21 12:58:15.017118,2
2011-07-21 12:58:40.779423,1
2011-07-21 13:10:32.208688,0
2011-07-21 14:50:18.465895,1
2011-07-21 14:59:08.653180,0
2011-07-21 16:30:36.062449,1
2011-07-21 16:32:43.043241,0
2011-07-21 20:50:30.794771,1
2011-07-21 20:56:10.900090,2
2011-07-21 21:06:51.003359,1
2011-07-21 21:07:03.868406,2
2011-07-21 21:10:11.118223,1
2011-07-21 21:10:53.773196,0
2011-07-21 21:11:26.651543,1
2011-07-21 21:11:28.756777,2
2011-07-21 21:28:51.366488,1
2011-07-21 21:29:40.864665,2
2011-07-21 21:53:41.842068,1
2011-07-21 21:58:07.701746,0
2011-07-22 05:52:16.833039,1
2011-07-22 06:07:09.286708,0
2011-07-22 07:35:19.692274,1
2011-07-22 08:58:16.170008,0
2011-07-22 11:20:44.810953,1
2011-07-22 11:56:58.739665,2
2011-07-22 11:57:02.528969,3
2011-07-22 12:18:05.617246,2
2011-07-22 12:19:13.013336,1
2011-07-22 12:19:25.188051,0
2011-07-22 15:26:15.011426,1
2011-07-22 16:26:54.620079,2
2011-07-22 16:36:44.777493,1
2011-07-22 16:37:13.216932,2
2011-07-22 16:37:35.260122,1
2011-07-22 16:37:36.727335,2
2011-07-22 16:40:51.550316,3
2011-07-22 16:47:29.758268,2
2011-07-22 16:47:48.248491,1
2011-07-22 17:53:00.037649,2
2011-07-22 17:54:55.596516,1
2011-07-22 17:55:30.529878,0
2011-07-22 21:53:29.823010,1
2011-07-22 21:54:23.582108,2
2011-07-22 21:54:24.767192,3
2011-07-22 21:55:13.586083,4
2011-07-22 22:26:43.102421,3
2011-07-22 22:26:44.062888,2
2011-07-22 22:27:30.348871,3
2011-07-22 22:37:23.478345,2
2011-07-22 22:38:19.429924,3
2011-07-22 22:38:20.943999,4
2011-07-22 22:38:38.202663,3
2011-07-22 22:38:50.595589,2
2011-07-22 22:53:42.378136,1
2011-07-22 22:54:11.980756,2
2011-07-22 23:15:44.863111,1
2011-07-22 23:20:01.602517,0
2011-07-23 07:33:40.656456,1
2011-07-23 08:47:57.917063,0
2011-07-23 10:46:01.520208,1
2011-07-23 11:20:58.308134,2
2011-07-23 11:21:02.031708,3
2011-07-23 11:22:34.591094,2
2011-07-23 11:39:52.529562,1
2011-07-23 13:28:40.536914,2
2011-07-23 14:55:53.912799,3
2011-07-23 15:05:32.989028,2
2011-07-23 15:10:40.243034,3
2011-07-23 15:11:44.176727,2
2011-07-23 15:15:36.473955,3
2011-07-23 15:38:09.319558,2
2011-07-23 16:38:05.836161,3
2011-07-23 16:38:47.275512,2
2011-07-23 16:38:55.981890,3
2011-07-23 17:08:13.197235,2
2011-07-23 17:09:25.702541,1
2011-07-23 21:40:09.830594,2
2011-07-23 21:54:07.310053,3
2011-07-23 22:03:03.712530,4
2011-07-23 22:08:58.192080,3
2011-07-23 22:16:58.379479,2
2011-07-23 22:18:24.521200,1
2011-07-23 22:19:04.897685,2
2011-07-23 22:20:56.946818,1
2011-07-23 22:33:13.651131,2
2011-07-23 22:37:17.438952,1
2011-07-23 22:38:06.972109,2
2011-07-23 23:00:03.431212,1
2011-07-23 23:03:58.464226,0
2011-07-24 07:26:09.899415,1
2011-07-24 08:56:56.254622,2
2011-07-24 08:58:39.028152,1
2011-07-24 09:20:48.218900,0
2011-07-24 10:46:12.010335,1
2011-07-24 10:47:55.884011,0
2011-07-24 11:02:21.620299,1
2011-07-24 11:03:22.262292,0
2011-07-24 16:47:25.121241,1
2011-07-24 16:59:23.317039,0
2011-07-24 16:59:43.606009,1
2011-07-24 16:59:50.209773,2
2011-07-24 17:05:36.334171,3
2011-07-24 17:17:09.448982,2
2011-07-24 17:17:28.506830,1
2011-07-24 20:30:59.613368,2
2011-07-24 20:31:00.651083,3
2011-07-24 20:36:36.271498,4
2011-07-24 20:55:22.099299,5
2011-07-24 20:57:29.461621,6
2011-07-24 21:40:29.963413,7
2011-07-24 21:50:30.128472,6
2011-07-24 21:50:31.157624,7
2011-07-24 21:50:39.860994,6
2011-07-24 21:54:26.799168,5
2011-07-24 21:54:41.455347,4
2011-07-24 21:54:41.628189,3
2011-07-24 22:05:35.798761,2
2011-07-24 22:25:24.881555,1
2011-07-24 22:28:34.196263,0
2011-07-25 07:30:15.408335,1
2011-07-25 07:42:13.634037,0
2011-07-25 07:42:16.343855,1
2011-07-25 07:42:46.954304,2
2011-07-25 07:44:23.207873,3
2011-07-25 07:49:29.791176,2
2011-07-25 08:11:15.079252,3
2011-07-25 08:12:11.591654,2
2011-07-25 08:37:28.144202,3
2011-07-25 08:39:40.402793,2
2011-07-25 09:03:02.440730,1
2011-07-25 09:03:16.613449,0
2011-07-25 11:05:47.478941,1
2011-07-25 11:07:45.892245,0
2011-07-25 11:07:48.244415,1
2011-07-25 11:10:21.982159,2
2011-07-25 11:42:01.527606,3
2011-07-25 11:43:12.776574,2
2011-07-25 12:01:07.202196,1
2011-07-25 12:01:21.338598,0
2011-07-25 12:05:52.647971,1
2011-07-25 12:05:53.334593,2
2011-07-25 13:20:31.078634,3
2011-07-25 13:22:49.851275,2
2011-07-25 13:26:31.374401,1
2011-07-25 13:26:33.193294,0
2011-07-25 15:58:52.881613,1
2011-07-25 16:00:55.319316,0
2011-07-25 16:01:20.932508,1
2011-07-25 16:04:06.908810,2
2011-07-25 16:18:10.497937,1
2011-07-25 16:41:29.118250,2
2011-07-25 16:41:30.427463,3
2011-07-25 17:05:38.043972,2
2011-07-25 17:05:38.884091,1
2011-07-25 17:05:56.811577,2
2011-07-25 17:09:30.870680,1
2011-07-25 17:10:25.611048,0
2011-07-25 17:10:28.237621,1
2011-07-25 20:54:02.513132,2
2011-07-25 20:54:30.953756,3
2011-07-25 20:55:41.747296,2
2011-07-25 20:56:20.001310,3
2011-07-25 21:06:48.237292,2
2011-07-25 21:07:03.887655,3
2011-07-25 21:09:34.421904,2
2011-07-25 21:09:37.634339,1
2011-07-25 21:22:49.460152,2
2011-07-25 21:27:29.441877,1
2011-07-25 21:28:35.325498,2
2011-07-25 21:52:19.219262,1
2011-07-25 21:56:19.608190,0
2011-07-26 05:12:06.955582,1
2011-07-26 05:13:50.328515,0
2011-07-26 07:07:24.588945,1
2011-07-26 07:22:30.302246,0
2011-07-26 07:46:17.076661,1
2011-07-26 07:57:57.079079,2
2011-07-26 07:57:58.184285,3
2011-07-26 07:58:25.874766,2
2011-07-26 07:59:36.587543,3
2011-07-26 07:59:37.199555,4
2011-07-26 08:07:34.633167,3
2011-07-26 08:07:38.861225,2
2011-07-26 09:18:04.056125,3
2011-07-26 09:45:20.795263,2
2011-07-26 09:45:43.777310,1
2011-07-26 09:45:49.297156,0
2011-07-26 09:47:14.093272,1
2011-07-26 09:47:15.689996,2
2011-07-26 10:37:54.628881,3
2011-07-26 10:39:50.481167,2
2011-07-26 10:42:29.146179,1
2011-07-26 10:42:30.075885,0
2011-07-26 10:43:56.708743,1
2011-07-26 10:43:58.309105,2
2011-07-26 10:44:36.869527,1
2011-07-26 10:45:00.270963,2
2011-07-26 10:54:32.234056,1
2011-07-26 10:54:53.619969,0
2011-07-26 13:01:00.016086,1
2011-07-26 13:01:00.689080,2
2011-07-26 13:15:10.090029,3
2011-07-26 13:21:28.223320,2
2011-07-26 13:54:23.228750,3
2011-07-26 13:55:19.555764,2
2011-07-26 14:55:04.586259,3
2011-07-26 14:56:14.831006,4
2011-07-26 14:58:49.292919,3
2011-07-26 15:36:31.764764,4
2011-07-26 15:36:59.163009,3
2011-07-26 15:37:23.905869,4
2011-07-26 15:38:22.471695,3
2011-07-26 15:44:19.024106,2
2011-07-26 16:39:55.774279,3
2011-07-26 16:39:57.121716,4
2011-07-26 16:40:41.563129,3
2011-07-26 16:44:17.089828,2
2011-07-26 17:04:41.907717,1
2011-07-26 17:04:42.545589,0
2011-07-26 20:43:01.701288,1
2011-07-26 20:44:09.488557,2
2011-07-26 20:44:11.534391,3
2011-07-26 20:56:26.704487,4
2011-07-26 21:02:13.481153,5
2011-07-26 21:08:37.267583,4
2011-07-26 21:08:41.478497,3
2011-07-26 21:08:57.869507,4
2011-07-26 21:10:47.520179,5
2011-07-26 21:22:12.135993,4
2011-07-26 21:23:58.038327,3
2011-07-26 21:24:04.159999,2
2011-07-26 21:24:50.872454,1
2011-07-26 21:38:33.856483,2
2011-07-26 21:42:31.301310,1
2011-07-26 21:43:42.070451,2
2011-07-26 22:08:50.099434,1
2011-07-26 22:09:28.862345,2
2011-07-26 22:10:23.577410,1
2011-07-26 22:14:59.097461,0
2011-07-27 07:02:06.731032,1
2011-07-27 07:13:08.708632,0
2011-07-27 07:47:24.766184,1
2011-07-27 08:01:59.442637,2
2011-07-27 08:06:26.515441,1
2011-07-27 08:08:00.065460,2
2011-07-27 08:29:21.847628,3
2011-07-27 08:30:07.860845,2
2011-07-27 08:55:29.934553,1
2011-07-27 08:55:51.519952,0
2011-07-27 11:39:56.698590,1
2011-07-27 11:42:14.044969,0
2011-07-27 13:40:56.162946,1
2011-07-27 13:42:28.292184,0
2011-07-27 15:38:26.671937,1
2011-07-27 15:38:28.530149,2
2011-07-27 15:50:19.959242,3
2011-07-27 15:57:29.104407,2
2011-07-27 16:55:03.655720,1
2011-07-27 16:55:14.701939,2
2011-07-27 16:56:11.539010,1
2011-07-27 17:01:06.023469,2
2011-07-27 17:02:25.928327,1
2011-07-27 20:58:56.041851,2
2011-07-27 21:10:58.345497,1
2011-07-27 21:11:18.942905,2
2011-07-27 21:13:14.869713,1
2011-07-27 21:14:38.523558,2
2011-07-27 21:30:42.198972,1
2011-07-27 21:32:26.860851,2
2011-07-27 21:57:38.152467,1
2011-07-27 22:01:21.944544,0
2011-07-28 07:48:22.453355,1
2011-07-28 08:54:00.455304,0
2011-07-28 10:32:38.302554,1
2011-07-28 10:39:05.312978,0
2011-07-28 10:40:55.623171,1
2011-07-28 10:44:45.688043,2
2011-07-28 11:30:44.724433,3
2011-07-28 11:30:45.593368,4
2011-07-28 11:31:50.299332,3
2011-07-28 11:52:10.378032,2
2011-07-28 11:53:24.905828,1
2011-07-28 17:16:10.549415,0
2011-07-28 21:10:43.662174,1
2011-07-28 21:11:45.443274,2
2011-07-28 21:12:36.277188,3
2011-07-28 21:26:12.489955,2
2011-07-28 21:28:03.640405,1
2011-07-28 21:32:16.928819,2
2011-07-28 21:33:43.352730,1
2011-07-28 21:34:16.978968,2
2011-07-28 21:35:07.507953,3
2011-07-28 21:57:00.221412,2
2011-07-28 22:22:31.263259,1
2011-07-28 22:25:43.507563,0
2011-07-29 06:09:45.716446,1
2011-07-29 06:18:16.004997,2
2011-07-29 06:22:49.228877,3
2011-07-29 06:27:38.962571,4
2011-07-29 07:03:04.486776,5
2011-07-29 07:17:33.342301,4
2011-07-29 07:48:11.352230,3
2011-07-29 08:06:18.741539,4
2011-07-29 08:09:51.932036,5
2011-07-29 08:18:12.222883,4
2011-07-29 08:19:32.151748,3
2011-07-29 08:21:02.052739,2
2011-07-29 08:41:06.809718,3
2011-07-29 08:45:09.880325,2
2011-07-29 08:55:09.900478,3
2011-07-29 08:55:32.611216,2
2011-07-29 08:56:17.906269,3
2011-07-29 09:16:10.770617,2
2011-07-29 09:16:45.148174,1
2011-07-29 09:18:01.825480,2
2011-07-29 09:18:09.109416,1
2011-07-29 10:34:03.303291,2
2011-07-29 10:34:34.176005,3
2011-07-29 10:44:57.802893,2
2011-07-29 11:22:05.936522,3
2011-07-29 11:23:18.154473,2
2011-07-29 11:42:53.398569,1
2011-07-29 12:14:34.573416,2
2011-07-29 12:21:04.645962,1
2011-07-29 12:25:12.465822,2
2011-07-29 12:25:14.276831,3
2011-07-29 12:25:16.267847,2
2011-07-29 12:58:07.652768,1
2011-07-29 13:02:17.434254,2
2011-07-29 13:22:29.736989,1
2011-07-29 13:22:54.379633,2
2011-07-29 17:13:33.431307,3
2011-07-29 17:14:13.281546,2
2011-07-29 17:14:55.524200,1
2011-07-29 17:14:57.566617,0
2011-07-29 17:14:58.998000,1
2011-07-29 17:15:03.300284,0
2011-07-29 17:15:03.954547,1
2011-07-29 21:11:10.621149,2
2011-07-29 21:12:00.719839,3
2011-07-29 21:12:04.915509,4
2011-07-29 21:17:11.383146,5
2011-07-29 21:21:48.334310,4
2011-07-29 21:31:38.295575,3
2011-07-29 21:31:53.682843,4
2011-07-29 21:37:03.549246,3
2011-07-29 21:37:26.549566,2
2011-07-29 21:37:54.902084,1
2011-07-29 21:38:56.005199,2
2011-07-29 21:39:25.758234,3
2011-07-29 21:59:09.362298,2
2011-07-29 22:29:59.842265,1
2011-07-29 22:36:15.932986,0
2011-07-30 07:43:11.859829,1
2011-07-30 09:53:47.288074,2
2011-07-30 09:54:59.850702,1
2011-07-30 10:10:02.858891,0
2011-07-30 10:34:46.549134,1
2011-07-30 10:35:34.413470,0
2011-07-30 12:46:20.932623,1
2011-07-30 12:58:31.962746,2
2011-07-30 13:16:58.101319,1
2011-07-30 13:52:17.072511,2
2011-07-30 14:04:49.090268,1
2011-07-30 14:06:14.296400,2
2011-07-30 14:08:25.188009,1
2011-07-30 16:37:44.305815,2
2011-07-30 16:45:08.325414,1
2011-07-30 21:20:02.793826,2
2011-07-30 21:20:31.942872,3
2011-07-30 21:25:40.892431,4
2011-07-30 21:26:43.270269,5
2011-07-30 21:37:09.917445,4
2011-07-30 21:39:48.717641,3
2011-07-30 21:40:35.629846,2
2011-07-30 21:55:51.901212,1
2011-07-30 21:56:51.527382,2
2011-07-30 22:20:30.583066,1
2011-07-30 22:25:34.852935,0
2011-07-31 07:32:18.183178,1
2011-07-31 07:44:49.040304,2
2011-07-31 09:24:25.570158,3
2011-07-31 09:25:23.738873,2
2011-07-31 10:47:05.689448,1
2011-07-31 10:47:36.308943,0
2011-07-31 16:58:43.328997,1
2011-07-31 17:09:27.509363,0
2011-07-31 21:02:20.676913,1
2011-07-31 21:02:43.825808,2
2011-07-31 21:02:46.461754,3
2011-07-31 21:02:48.189758,2
2011-07-31 21:03:23.194417,3
2011-07-31 21:13:03.591735,2
2011-07-31 21:16:56.555326,1
2011-07-31 21:18:07.497415,2
2011-07-31 21:35:59.733969,1
2011-07-31 21:43:11.508975,2
2011-07-31 22:06:51.635694,1
2011-07-31 22:12:59.029287,0
2011-08-01 04:23:46.986599,1
2011-08-01 04:37:28.822378,0
2011-08-01 07:35:59.866086,1
2011-08-01 09:31:54.808336,2
2011-08-01 09:33:34.053081,1
2011-08-01 09:57:02.892649,0
2011-08-01 10:26:40.508195,1
2011-08-01 10:30:06.154421,0
2011-08-01 10:30:07.299598,1
2011-08-01 10:32:16.121646,0
2011-08-01 12:07:41.629797,1
2011-08-01 12:09:45.549040,2
2011-08-01 12:27:41.736263,1
2011-08-01 12:29:39.082230,0
2011-08-01 14:01:06.648815,1
2011-08-01 14:02:44.767911,0
2011-08-01 14:03:32.288647,1
2011-08-01 14:09:23.688139,0
2011-08-01 16:12:26.979056,1
2011-08-01 16:29:20.661955,0
2011-08-01 16:30:28.633112,1
2011-08-01 16:39:14.646535,2
2011-08-01 16:40:32.021263,1
2011-08-01 16:40:34.174709,2
2011-08-01 16:45:04.956322,1
2011-08-01 17:10:42.226845,0
2011-08-01 19:24:06.667807,1
2011-08-01 19:40:08.276064,0
2011-08-01 21:42:14.597434,1
2011-08-01 21:47:13.456045,2
2011-08-01 21:47:41.611240,1
2011-08-01 22:14:43.166096,2
2011-08-01 22:35:33.291118,1
2011-08-01 22:39:30.923539,0
2011-08-02 07:32:43.915129,1
2011-08-02 07:45:55.002499,2
2011-08-02 07:52:55.698604,3
2011-08-02 09:15:27.973827,4
2011-08-02 09:18:03.516171,3
2011-08-02 09:36:01.848727,2
2011-08-02 09:36:22.167731,1
2011-08-02 10:29:39.122920,0
2011-08-02 10:39:47.257839,1
2011-08-02 10:51:15.902318,0
2011-08-02 10:51:41.857241,1
2011-08-02 10:53:00.864521,0
2011-08-02 13:52:33.644307,1
2011-08-02 14:02:53.639035,2
2011-08-02 14:12:55.776372,1
2011-08-02 14:13:26.689758,2
2011-08-02 14:14:46.028735,1
2011-08-02 15:16:02.224963,0
2011-08-02 19:39:43.015736,1
2011-08-02 20:55:03.518316,2
2011-08-02 20:55:07.099860,3
2011-08-02 20:57:09.467665,2
2011-08-02 20:58:29.834116,3
2011-08-02 21:04:06.042153,2
2011-08-02 21:04:09.786375,3
2011-08-02 21:19:04.078637,2
2011-08-02 21:19:22.217536,3
2011-08-02 21:20:50.474050,2
2011-08-02 21:21:28.523256,1
2011-08-02 21:34:57.088318,2
2011-08-02 21:39:20.231533,1
2011-08-02 21:40:14.711419,2
2011-08-02 22:03:48.844460,1
2011-08-02 22:13:59.276490,0
2011-08-03 08:00:26.919465,1
2011-08-03 08:12:59.523223,0
2011-08-03 09:03:42.367516,1
2011-08-03 10:07:06.253416,2
2011-08-03 10:07:07.958100,3
2011-08-03 10:08:04.172210,2
2011-08-03 10:26:41.784254,1
2011-08-03 10:26:55.086390,2
2011-08-03 10:27:54.893359,1
2011-08-03 10:31:03.799288,0
2011-08-03 10:42:42.247991,1
2011-08-03 10:43:18.184537,0
2011-08-03 12:28:54.164666,1
2011-08-03 12:31:39.353865,0
2011-08-03 12:33:13.802555,1
2011-08-03 12:54:13.559718,0
2011-08-03 13:20:40.818504,1
2011-08-03 13:21:18.098091,0
2011-08-03 13:23:14.702000,1
2011-08-03 13:36:14.384546,0
2011-08-03 13:38:35.371121,1
2011-08-03 13:39:40.263514,0
2011-08-03 13:40:00.429686,1
2011-08-03 13:40:58.637979,0
2011-08-03 13:51:59.259849,1
2011-08-03 13:52:01.163090,0
2011-08-03 16:23:29.693535,1
2011-08-03 16:26:12.482187,0
2011-08-03 16:27:28.127345,1
2011-08-03 16:29:31.312456,0
2011-08-03 20:51:38.203268,1
2011-08-03 20:55:54.558449,0
2011-08-03 20:55:57.466628,1
2011-08-03 20:56:43.239905,2
2011-08-03 21:06:31.931370,1
2011-08-03 21:06:59.400478,2
2011-08-03 22:11:28.437730,3
2011-08-03 22:20:51.429665,2
2011-08-03 22:21:57.691013,1
2011-08-03 22:31:00.306110,2
2011-08-03 22:36:05.457050,1
2011-08-03 22:42:56.196577,2
2011-08-03 23:04:29.532111,1
2011-08-03 23:08:56.912626,0
2011-08-04 05:41:10.105060,1
2011-08-04 05:57:16.305089,0
2011-08-04 08:04:31.397526,1
2011-08-04 09:16:29.411477,0
2011-08-04 09:35:14.106347,1
2011-08-04 10:34:18.824468,2
2011-08-04 10:35:46.253397,1
2011-08-04 10:59:26.749514,0
2011-08-04 13:32:45.097731,1
2011-08-04 13:44:19.712951,0
2011-08-04 14:42:20.634977,1
2011-08-04 14:50:43.650792,0
2011-08-04 16:41:31.420710,1
2011-08-04 16:41:52.458512,0
2011-08-04 20:56:11.219936,1
2011-08-04 20:56:52.855823,2
2011-08-04 21:01:53.925043,3
2011-08-04 21:14:17.782789,2
2011-08-04 21:20:55.968591,1
2011-08-04 21:21:33.110141,2
2011-08-04 21:21:56.671722,1
2011-08-04 21:34:37.439177,2
2011-08-04 21:39:33.597600,1
2011-08-04 21:40:25.460486,2
2011-08-04 22:07:38.778734,1
2011-08-04 22:12:23.646409,0
2011-08-05 05:58:38.058209,1
2011-08-05 06:01:26.236587,0
2011-08-05 07:59:36.984195,1
2011-08-05 08:00:28.783072,2
2011-08-05 08:03:13.101250,3
2011-08-05 08:16:48.979322,4
2011-08-05 08:23:56.205490,5
2011-08-05 08:24:36.616078,4
2011-08-05 08:27:31.110863,5
2011-08-05 08:46:16.662128,6
2011-08-05 08:51:18.867932,5
2011-08-05 08:54:18.942771,6
2011-08-05 08:54:20.164348,5
2011-08-05 08:55:08.465832,4
2011-08-05 08:56:51.573529,3
2011-08-05 09:05:40.315208,4
2011-08-05 09:15:05.425527,3
2011-08-05 09:37:18.916047,2
2011-08-05 09:40:19.752398,1
2011-08-05 09:56:42.444518,2
2011-08-05 09:59:16.474032,1
2011-08-05 09:59:47.498485,0
2011-08-05 12:21:20.356937,1
2011-08-05 12:38:05.672159,0
2011-08-05 12:38:08.744027,1
2011-08-05 12:39:20.932831,0
2011-08-05 13:09:50.761805,1
2011-08-05 15:23:21.003509,0
2011-08-05 15:36:14.051351,1
2011-08-05 15:41:02.386800,0
2011-08-05 15:41:46.339244,1
2011-08-05 15:42:45.458136,0
2011-08-05 15:45:11.838422,1
2011-08-05 15:48:02.509051,0
2011-08-05 16:03:24.453212,1
2011-08-05 16:04:38.113914,0
2011-08-05 16:42:36.496111,1
2011-08-05 16:44:22.231097,0
2011-08-05 16:45:41.886576,1
2011-08-05 16:56:47.054063,0
2011-08-05 19:18:18.581678,1
2011-08-05 19:21:30.634809,2
2011-08-05 19:23:37.267212,1
